monthly_payment,description,price,square_price,area,rooms,subways,floors
231668.0,"Продается уютная двухкомнатная квартира в тихом, зелёном районе Москвы по адресу ул. Чечерский пр. д. 126, корп. 1. Квартира расположена на 3 этаже 17 этажного панельного дома, общая площадь 56,7 кв.м., большая комната 18 кв.м., маленькая 11 кв.м. кухня 11 кв.м, большая лоджия, гардеробная. Планировка распашонка окна выходят на 2 стороны дома. Состояние квартиры хорошее,жилое.
 ДОКУМЕНТЫ:
 1 взрослый собственник, полная стоимость в договоре. Обременение, долгов по квартире нет. Квартира подходит под  ипотеку.
 ИНФРАСТРУКТУРА:
 - Школа и детский сад;
 - Поликлиника;
 - ТЦ Бутово Молл
 - Фитнесс СССР
 - Множество магазинов, кафе, медицинские центры;
 - В шаговой доступности парк Южное Бутово, с каскадами прудов;
 - До МКАД 10 км, до Варшавского ш. 6 км, до Калужского ш. 8 км;
 - До ближайшей станции метро Бунинская аллея 15 минут . Разумный торг обсуждается.",13900000,248214,56.0,2,"Улица Горчакова, Бульвар Адмирала Ушакова, Улица Скобелевская, Бунинская Аллея, Щербинка, Потапово (Новомосковская)",16
400002.0,"Помогу оформить ипотеку по ставке 11.75%, вместо 20%.

Стильная евродвушка в новом жилом комплексе бизнес-класса ""Crystal Трилогия""! 

Квартира полностью готова к проживанию, выполнен качественный дизайнерский ремонт с использованием современных отделочных материалов, установлена необходимая мебель и техника. 

Достойные видовые характеристики: вид в сторону ЖК Union Park (- cамая тихая сторона дома, без звука дороги). И в дальнейшем этот вид ничего не испортит, так как проектом комплексного развития квартала не предусмотрено нового строительства в этой части). См. реальный вид из окна.

Продуманная планировка включает: просторную кухню-гостиную, уютную спальню с вместительным встроенным шкафом, светлую прихожую, гардеробную и совмещенный санузел. 

ЖК ""Crystal Трилогия"" расположен на северо-западе столицы, в районе Хорошёво-Мнёвники с благоприятной экологической обстановкой. Рядом расположен Серебряный бор. Закрытая территория комплекса, подземный многоуровневый паркинг и кладовые помещения, охрана. 

Хорошая транспортная доступность: 15 минут до Садового кольца на авто, 7 минут езды до ТТК и 20 минут пешком до станции метро ""Народное Ополчение"". В 2026 году в 7 минутах от дома планируется открытие станции метро ""Бульвар Генерала Карбышева"" Рублево-Архангельской линии метро. 

Квартира идеальна как для личого проживания, так и для инвестиций под арендный бизнес. 

В квартире никто не проживал. Без обременений! Быстрый выход на сделку. Полная цена в договоре. Оперативный Показ в любое удобное время. Коллегам просьба обращаться только при наличии реального покупателя. 
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
",24000000,572792,41.9,1,"Октябрьское Поле, Народное Ополчение, Мнёвники (Карамышевская)",47
1400010.0,"ЖК ""Триумф палас"" После косметического ремонта! Свободная продажа. 
Предлагается на продажу светлая просторная трехкомнатная квартира с потрясающим панорамным видом на Москву!!! Две изолированных комнаты! Дизайн по авторскому проекту!

Планировка: кухня-гостиная студийного плана с выделенной обеденной зоной и большим ""в пол"" эркерным окном, холл, хозяйская спальня со своей ванной комнатой, спальня/детская, кабинет/спальня и гостевой санузел. 
Система кондиционирования, сплит-система в каждой комнате, посудомоечная машина, стиральная машина, телевизор - вся техника от ведущих мировых производителей! Подогрев пола, высокоскоростной интернет, спутниковое ТВ. 
Квартира полностью готова к проживанию.

Из окон открывается вид на улицу, позволяющий наслаждаться городскими пейзажами без лишнего шума.

Жители комплекса могут воспользоваться разнообразными возможностями для активного отдыха и спорта благодаря наличию детской и спортивной площадок прямо во дворе. Для автомобилистов предусмотрены удобные варианты парковки: как во дворе, так и подземный паркинг, охраняемый и оборудованный шлагбаумом.

Безопасность жильцов обеспечивается круглосуточной работой консьержа и закрытой территорией комплекса. Поблизости расположены детский сад, школа, торговый центр, парк и фитнес-центр, что делает жизнь здесь максимально комфортной и удобной.

Благодаря удачному расположению, жители имеют быстрый доступ к различным станциям метро, включая ""Аэропорт"", ""Сокол"", ""Панфиловскую"", ""Зорге"" и ""ЦСКА"". Это позволяет легко добраться до любой точки города без лишних затрат времени.

Приглашаем вас ознакомиться с этой прекрасной квартирой, которая может стать вашим 
Инфраструктура: фитнес центр World class, салон красоты, химчистка, детский городок, стоматология, мини-маркет. Приятный интеллигентный собственник! 
Имеется машино-место в подземном паркинге! 
Документы готовы к сделке. С момента сдачи дома находится в собственности в одних руках. Без обременений!
Никто не прописан. Возможна ипотека. В собственности более 5 лет
ОПЕРАТИВНЫЙ ВЫХОД НА СДЕЛКУ! ЗВОНИТЕ!",84000000,724137,116.0,3,нет метро,57
170001.0,"Продается просторная, светлая в квартира на северо западе Москвы в районе Южное Тушино. Из окон открывается великолепный вид на парк - памятник природы Сходненский ковш в котором все оборудовано для полноценного отдыха. Отличная транспортная доступность. До центра Москвы можно доехать за 30 минут. 15 минут пешком до  ст.метро  Сходненская.
В квартире просторная,  квадратная кухня 10.3 кв.м, раздельный санузел, поперечная ванна, светлая, просторная комната 19 кв.м.  Закрывающийся холл на 4 квартиры, достойные соседи. Во дворе много свободных парковочных мест. Развитая инфраструктура района: детские сады, школы, поликлиники, магазины, кафе, фитнес клубы- все в шаговой доступности. Один взрослый собственник более 15 лет.  Ипотека приветствуется. Квартира без балкона.",10200000,261538,39.0,1,"Волоколамская, Планерная, Сходненская, Волоколамская, Трикотажная, Тушинская",22
156667.0,"В свободной продаже 1-но комнатная квартира в пешей доступности от метро. Дом после капремонта. Квартира теплая, чистая, на полу паркет в отличном состоянии, сама квартира со стареньким ремонтом. Прозрачная история квартиры, всегда в одной семье. Без долгов и обременений. Полная стоимость в ДКП.
По всем вопросам и просмотру звоните.",9400000,268571,35.0,1,"Новогиреево, Перово",12
581670.0,"Доброго времени суток! 
Продаётся просторная трёхкомнатная квартира площадью 100 квадратных метров на улице Петра Алексеева, 14 в Москве. Квартира расположена на четвёртом этаже монолитного дома, построенного в 2022 году. Жилая площадь составляет 52 квадратных метра, а площадь кухни – 16 квадратных метров. Из окон открывается прекрасный вид на двор и лес, что создаёт атмосферу уединения и спокойствия.

В квартире имеется более одного санузла, что является большим плюсом для семейного комфорта. Также в вашем распоряжении балкон, где можно наслаждаться свежим воздухом и красивыми видами.

Расположение квартиры предоставляет удобный доступ к различным объектам инфраструктуры, таким как школа, детский сад и парк. Для любителей активного образа жизни рядом расположены спортивная и детская площадки.

Безопасность жильцов обеспечивается благодаря наличию консьержа, закрытой территории и кодовой двери. Кроме того, во дворе предусмотрены места для парковки автомобилей, включая подземную парковку и гаражи.

Это отличный вариант для тех, кто ценит комфорт, пространство и качество жилья. Не упустите возможность стать счастливым обладателем этой замечательной квартиры!",34900000,349000,100.0,3,"Кунцевская, Рабочий Посёлок, Кунцевская, Давыдково, Кунцевская (Можайская), Кунцевская",30
276668.0,"Представляем уютную квартиру в зеленом районе Москвы - Крылатское! 

Для наших покупателей доступна ипотека со сниженной ставкой от 11,99% годовых.

О квартире:


Квартира расположена на 3 этаже, окна выходят в тихий двор

Просторная кухня 9,2  кв.м. , оснащенная необходимой техникой

Изолированные жилые комнаты:  17,7 кв.м. и 14,2 кв.м.

Квартира полностью готова к проживанию, мебель и техника остаются новым владельцам

Раздельный  санузел

О районе:

Квартира расположена в одном из лучших экологически чистых районов Москвы с развитой инфраструктурой: магазины, д/сады, школа, музыкальная школа, поликлиника в шаговой доступности, автобусные остановки.  Прекрасное место для занятий спортом и прогулок на свежем воздухе, благоустроенные прогулочные зоны, спортивные сооружения, велодорожки, парк Крылатские холмы, гребной канал, Москва река, парк Сказка, велотрек, горнолыжный комплекс ""Лата Трэк"". 

До метро Крылатское шаговая доступность - 15 мин.

О сделке:


Полная стоимость в договоре купли-продажи, взрослый собственник. Мы предоставляем полное юридическое сопровождение и помощь в одобрении ипотеки на выгодных условиях. ",16600000,310861,53.4,2,Крылатское,17
1148341.0,"ID 243 876. Видовая квартира с 3-мя спальнями общей площадью 106 м² в премиальном комплексе Dialog. Квартира без отделки расположена на последнем 22-м этаже, высота потолков 3,4 метра. Свободная планировка позволяет организовать пространство по собственному усмотрению, можно спланировать кухню-гостиную, 3 спальни, ванную комнату с окном, два санузла, прихожую. Из окон открываются виды на панораму города.

Описание комплекса

Dialog — жилой комплекс в Красносельском районе, состоит из двух корпусов высотой 22 этажа. Фасады оформлены темным и светлым камнем, металлическими панелями, а в сумерках включается архитектурная подсветка.  В комплексе 210 квартир с потолками до 3,4 метра. Благодаря высоким до 2,65 метра окнам квартиры наполняются светом.

На первом этаже расположились стойка консьержа, колясочная, место для мытья лап собак, а на подземный уровень можно спуститься на бесшумном лифте — здесь оборудован паркинг на 119 мест с системой Klaus, которая позволяет разместить ещё одну машину.

Двор закрыт от посторонних — получить доступ по картам могут только жильцы. На внутренней территории ведется круглосуточное видеонаблюдение. А для полного уюта выполнен ландшафтный дизайн — вокруг только зелень, листва деревьев и тишина.",68900000,650000,106.0,3,"Проспект Мира, Сухаревская, Красносельская, Комсомольская, Красные Ворота, Чистые пруды, Сретенский бульвар, Каланчёвская, Проспект Мира, Комсомольская",22
375002.0,"Уникальное предложение! Продам квартиру распашной планировки (на обе стороны) в одном из лучших районов Москвы. Общая площадь квартиры: 56 м2, комнаты раздельные:  18 м2 и 13 м 2, кухня - 8.4 м2, коридор - 11.5 м2, с/у: 1.5 м2, ванна: 2.5 м2. Рядом школы, детские сады и магазины. В двадцати минутах езды Серебряный Бор. В 2025 году открывается станция метро в пяти минутах ходьбы от дома. Дом индивидуального проекта, монолитный, стены кирпичные. Хорошая шумоизоляция, приличные соседи. В квартире остаются шкафы ikea, кухня, стиральная  и посудомоечная машина. Сделан ремонт, заезжай и живи. Есть  большая лоджия которую можно превратить в прекрасное место для отдыха или хранения вещей. Квартира не угловая , очень теплая (стрелочка на фотографии дома), спальня и кухня окна во двор , зал с лоджией на Живописную улицу.
В самом доме ведётся видеонаблюдение, ТСЖ, закрытая территория. Есть бесплатный и платный паркинг. Более трёх лет в собственности. АЛЬТЕРНАТИВА ПОДОБРАНА! Полная стоимость в договоре.",22500000,401069,56.1,2,Народное Ополчение,24
664171.0,"Светлая и уютная квартира в респектабельном, историческом 
и тихом центре Москвы - Тишинка. Квартира подойдет как для семьи, 
так и как готовый арендный бизнес (стоимость аренды в месяц от 150 тыс.руб).
      Квартира в отличном состоянии, ремонт делали для себя, оборудована всем необходимым 
для комфортного проживания. Большая гостиная, две изолированные спальни, 
кухня со всей встроенной мебелью и техникой (холодильник Liebherr, плита и духовка Gorenje, 
измельчитель и фильтр воды с обратным осмосом), раздельный санузел 
(стиральная и сушильная машины Asko), балкон.
      Удобная пешая доступность от трех станций метро Белорусская, Краснопресненская
и ул. 1905 года. Возможен заезд во двор для парковки через шлагбаум с трех улиц только для жителей дома.
Большой и благоустроенный двор, детская площадка и хоккейная коробка. 
Магазины, две школы, детский сад, фитнес-клуб World Class с бассейном - все рядом. 
      В доме произведен внутридомовой ремонт с заменой инженерных сетей теплоснабжения,
водоснабжения и водоотведения, сетей электроснабжения, произведена замена лифта, 
отремонтировали подъезды, крышу и фасад дома.
      Свободная продажа, один взрослый собственник, без обременений и залогов, более 5 лет в собственности.
Оперативный показ и быстрый выход на сделку гарантируем.
Номер объекта: #150/539041/19278",39850000,499373,79.8,3,"Белорусская, Маяковская, Тверская, Беговая, Улица 1905 года, Баррикадная, Краснопресненская, Беговая, Белорусская, Белорусская",7
202501.0,"Продается 2х-комнатная квартира от собственника. Прекрасное расположение и транспортная доступность, парковка во дворе и вдоль дороги, автозаправка рядом с домом. 15 минут пешком до метро Текстильщики или Волжская. В 2023 году в доме провели капремонт. Прямо в доме находится буквально все, что нужно для жизни - почта, сбербанк, 2 аптеки, вкусвилл, мяснов, кофейня, химчистка, пвз яндекса и озона. В 5 минутах пятерочки, магнит, перекресток, кафе, бар и т.д. Автобусная остановка прямо у дома. В пешей доступности большой парк Шкулева.

В квартире ""бабушкин ремонт"", требующий обновления, но можно сразу заезжать и жить - все необходимое есть и работает.

p.s. Продажа пустой квартиры или с мебелью обсуждается отдельно.",12150000,294188,41.3,2,"Текстильщики, Кузьминки, Печатники, Волжская, Текстильщики, Кубанская, Текстильщики (БКЛ), Печатники (БКЛ), Печатники",9
308335.0,Лот № 72676 Продам 2-х комнатную квартиру с отделкой и  панорамным видом в шаговой доступности от метро. Полная стоимость в договоре. Один взрослый собственник.,18500000,334538,55.3,2,"Кузьминки, Рязанский проспект, Окская, Стахановская",24
362502.0,"Id 24965. Предлагаем Вашему вниманию Замечательную, просторную 3-комнатную квартиру в проверенной временем серии И-155МК!
87.1 кв.м., кухня 10 кв.м., жилая 57 кв.м., гостиная 26.7 кв.м., спальня с оборудованной гардеробной 17.5 кв.м., детская 12.5 кв.м.
Высокий первый этаж.
Светлая и уютная квартира с дизайнерским ремонтом, вся мебель и техника остается! (Кухня Nobilia (Германия), встроенная техника (Miele, Bosch, Neff, Maunfeld), натуральные материалы).
Особенностью этой квартиры является дизайнерский ремонт, сделано все качественно для себя! (Все стены идеально выровнены под покраску, использованы только качественные материалы, полы - паркетная доска, керамогранит, двухкамерные стеклопакеты).
Все в отличном, рабочем состоянии!
Вам будет легко найти парковочное место, так как во дворе есть свободные места, в 100 м находится многоэтажный паркинг. Рядом с домом
Садик и Школа (очень востребована, сформировавшийся сильный коллектив педагогов).
В пешей доступности метро ""Мичуринский Проспект"", ""Аминьевская"", ""Озерная"", а также МЦД Очаково. Район бурно развивается, вся инфраструктура в наличии.
(Для взрослых и детей),строится Торгово-Развлекательный комплекс с магазинами и ресторанами. Парки: 50 лет Октября, Очаковские пруды (парк после реновации).
Олимпийская деревня (спортивные секции для детей и взрослых, плавательный бассейн), ТЦ Фестиваль и Люкс. В 15 минутах Храм Иверской иконы Божией Матери.
Один собственник, полная сумма ДКП, без обременений.
Расположение в престижной части Москвы ЗАО. В радиусе 3 км ведущие ВУЗы страны МГУ имени М. В. Ломоносова, МГИМО, РАНХиГС, РУДН, ВАВТ, РНИМУ им. Н. И. Пирогова и другие.
Звоните и записывайтесь на просмотр!
Все вопросы обсудим и найдем обоюдовыгодное решение!",21750000,249712,87.1,3,"Озёрная, Мичуринский проспект, Аминьевская, Мичуринский проспект",19
191668.0,"Продается уютная 2-комнатная квартира на улице Маршала Савицкого, 16к1. Общая площадь — 55,4 кв. м, жилая — 32 кв. м, кухня — 8 кв. м. Квартира расположена на 14 этаже 17-этажного панельного дома, построенного в 2007 году. До станции метро ""Бунинская аллея"" можно добраться за 12 минут на автомобиле.

В квартире выполнен качественный евроремонт. Планировка включает в себя просторные комнаты и совмещенный санузел. Из окон открывается вид на тихий двор, а также есть лоджия для отдыха. В квартире есть вся необходимая мебель и бытовая техника, что позволяет сразу заселиться без дополнительных затрат.

Дом в хорошем состоянии, с двумя лифтами: пассажирским и грузовым, а также с мусоропроводом для удобства. На территории имеется наземная парковка, поэтому всегда можно найти место для автомобиля.

Жилой район предлагает развитую инфраструктуру: рядом находятся школы, детские сады и магазины, что делает жизнь комфортной и удобной для семей с детьми. Отличная транспортная доступность позволяет быстро добраться как до центра, так и до других районов города.

Условия сделки: прямая продажа, возможна ипотека. Все документы готовы к сделке, квартира без обременений, один взрослый собственник. 

Приглашаем на просмотр! Записывайтесь заранее, чтобы оценить все преимущества этой замечательной квартиры.",11500000,207581,55.4,2,"Бульвар Адмирала Ушакова, Улица Скобелевская, Силикатная, Бутово, Щербинка, Остафьево",17
283335.0,"Код объекта: 1196159. Продается 3-х комнатная квартира

Вашему вниманию квартира, расположенная на 11 этаже, с прекрасным панорамным видом из окна.
Окна выходят на две стороны, квартира угловая, 1 застекленный балкон и 1 большая застекленная лоджия
Квартира с хорошим ремонтом, остается вся мебель и техника, недавно обновлена кухня на новую, отличная планировка все комнаты изолированные.
Прекрасные соседи, чистый и ухоженный подъезд, 2 новых лифта пассажирский и грузовой, парковка наземная во дворе; 
Развитая инфраструктура, школы, детские сады, сетевые магазины, салоны, красоты, спортивно-оздоровительные комплексы и все что нужно для жизни.    
транспортная доступность: МЦД Щербинка в 3х-минутах пешком, удобная транспортная развязка

Альтернатива на большую площадь.  

По документам: 1 собственник ДКП 2018 г. без долгов и обременений, материнский капитал не использовался  


Помощь в одобрении ипотеки
 
Звоните, записывайте на просмотры!",17000000,228802,74.3,3,"Бутово, Щербинка, Остафьево",14
203334.0,"Уютная двухкомнатная квартира в Москве ждет своих новых хозяев! Расположенная по адресу Тихорецкий бульвар, 4 к2, она станет идеальным выбором для тех, кто ценит комфорт и удобство городской жизни.

С общей площадью 53.2 квадратных метра, жилой площадью 30.5 квадратных метров и кухней 8.4 квадратных метра, эта квартира предлагает достаточно пространства для комфортного проживания семьи. Квартира расположена на втором этаже двенадцатиэтажного панельного дома, построенного в 1977 году. Здесь уже выполнен качественный евроремонт, что позволит вам сразу заехать и наслаждаться новым жильем без дополнительных вложений.

Раздельный санузел добавляет удобства в повседневное использование, а наличие балкона открывает прекрасный вид на тихий двор. Безопасность жителей обеспечивается благодаря наличию домофона и кодовой двери.

Преимуществом является отличная локация – всего 1.1 километра до станции метро Люблино и 2.2 километра до станции метро Волжская. Это позволяет легко добраться до любой точки города, минуя пробки и затруднения общественного транспорта. Для автомобилистов предусмотрена парковка во дворе.

Рядом с домом находятся все необходимые объекты инфраструктуры, включая школу, что делает эту квартиру особенно привлекательной для семей с детьми.

Приглашаем вас оценить все преимущества этой замечательной квартиры лично!",12200000,229323,53.2,2,"Волжская, Люблино",12
191668.0,"Не упустите возможность приобрести квартиру недалеко от центра Москвы. Отличная транспортная развязка: 15 мин пешком до БКЛ и через 10 мин Вы в центре . Теплая, светлая квартира на самом лучшем этаже  пятиэтажного дома. Квартира в собственности более 5 лет. Ограничений, обременений, долгов по коммунальным платежам нет. Перепланировка не производилась, возможен быстрый выход на сделку. В доме произвели капитальный ремонт в 2016 г. ",11500000,393835,29.2,1,"Динамо, Савёловская, Петровский парк, Савёловская, Савеловская",5
114167.0,"Арт. 70781871 Отличная возможность стать обладателем просторной Евро двухкомнатной квартиры вблизи будущего метро по хорошей цене!

Преимущества данной квартиры:
1) Прямоугольная планировка с высокими потолками (3,0 м).
2) Отделочные работы не производились, поэтому можно сделать всё «под себя». Вы сами решаете, какой будет Ваша квартира, и заказываете ремонт под себя. 
3) ЖК построен по новейшим нормам градостроительства, подземный паркинг на 99 мм.
4) Зеленый район, с хорошей транспортной доступностью.
5) Прописка Москва.

Инфраструктура района:
- Вблизи находятся все необходимые объекты для комфортной жизни, такие как супермаркеты, кафе, аптеки, фитнес-центры.
- Всего в 5 минутах пешком детский сад и в 8 минутах школа.
- До будущего метро Кедровая 15 мин пешком (2027-2030).
- Активно отдохнуть или просто прогуляться можно в ближайшем парке.

Параметры сделки:
- Продажа осуществляется по договору купли-продажи.
- Полная стоимость.
- Без обременений, свободная продажа.
- Один взрослый собственник.
- Быстрый выход на сделку.

Записывайтесь на просмотр прямо сейчас!

Всегда готов ответить на все Ваши вопросы и помочь Вам сделать правильный выбор!",6850000,182666,37.5,1,нет метро,17
891673.0,"Редкое предложение -  продажа трехкомнатной квартиры в историческом известном доме, расположенном на Никитском бульваре!
Высокий 2-ой этаж, высота потолков 2,8 м. Квартира на 2 стороны (гостиная и кухня ориентированы на бульвар, спальни во во двор. Лоджия 2,6 кв.м. на 2 комнаты. Нестандартная планировка. Отсутствие несущих стен позволяет осуществить перепланировку для любой семьи. 
Дом был построен в 1971 г. по индивидуальному проекту для артистов МХАТа и работников Совмина. В прошлом здесь жили Василий Лановой, Евгений Евстигнеев, Иннокентий Смоктуновский, Олег Ефремов. 
Для жильцов во дворе охраняемая парковка со въездом через шлагбаум. 
Дом расположен в сердце столицы - на границе исторических районов Пресня и Арбат.  До Кремля 15 минут пешком! В ближайшем доступе расположены культурные и художественные объекты, прекрасные школы, в том числе специализированные музыкальные; храмы, множество магазинов, ресторанов и кафе на любой вкус; музеи и театры, исторические храмы, памятники архитектуры и другие достопримечательности столицы. 
Квартиры находится в собственности одной семьи с момента постройки дома.
",53500000,710491,75.3,3,"Охотный Ряд, Библиотека имени Ленина, Арбатская, Александровский сад, Боровицкая, Арбатская",8
525003.0,"Id 47350. ПОЛНАЯ СТОИМОСТЬ В ДОГОВОРЕ БЕЗ ОБРЕМЕНЕНИЙ!

Продаются 1-комнатные апартаменты в премиальном комплексе ЖК ""Slava"" площадью 46,2 кв. м. 
Комплекс располагается в 5 мин. пешком от м. ""Белорусская"" и 15 минутах пешком от станции метро ""Маяковская"". В нём объединяются черты лучших европейских образцов: историческое место и удобное расположение рядом с самым центром города, частный парк на территории, многофункциональное и красивое лобби.
В апартаментах будет выполнена отделка ""White box"", что значительно уменьшит затраты на ремонт и сохранит тишину во время проживания.
Более подробную информацию можно узнать по телефону. Звоните, с удовольствием отвечу на ваши вопросы.",31500000,681818,46.2,1,"Белорусская, Маяковская, Менделеевская, Новослободская, Белорусская, Белорусская",8
138334.0,"Номер лота: вт-0417226.
Продается 2 комнатная квартира в современном малоэтажном ЖК Рутаун. Экологически чистый район. Прописка Москва.
Кухня-гостинная 21 кв, спальня 13 кв., совмещенный санузел, большой балкон, прекрасный вид открывается из окна в облагороженный двор.
Развитая инфраструктура Рядом есть все необходимое: школы, сады, поликлиники, магазины.
Рядом Парк Марьино, вокруг реки.  
 
 Содействие в получении специальных условий и преференций по ипотеке.",8300000,197619,42.0,2,нет метро,3
583337.0,"Код объекта: 1285192. Одна из редких квартир в комплексе! Собственная терраса на высоте птичьего полета. Планировка квартиры предполагает размещение 1-ой спальни, кухни-гостиной с выходом на террасу, гардеробной и с/у. 
Утренний кофе на свежем воздухе, романтический ужин с  красивым видом на огни Москвы, летом можно принимать солнечные ванны... Это мечта, а не квартира. Есть два дизайн-проекта (один в стиле современная классика, второй- в стиле лофт).
А еще вы получите:
- большую придомовую территорию (около 8 Га),
- самых замечательных и дружных соседей 31 этажа,
- детские площадки для различных возрастных групп,
- зону воркаут,
- площадку для выгула и дрессировки собак,
- двор без машин, подземный паркинг и парк с прудом,
- смотровую площадку на крыше 39 этажа,
- детский сад и школу на территории на 238 и 546 мест соответственно,
В комплексе уже открыта и функционирует вся инфраструктура: продуктовые магазины, кофейня, ТОПовые рестораны, салоны красоты, аптеки, клиника эстетической медицины, шикарный магазин морепродуктов и отличная винотека.
До метро реальных две минуты пешком. Благодаря отличным дорожным развязкам, из Крылышек удобно добираться до любой точки Москвы (без преувеличений). Приезжайте на просмотр квартиры, и я Вам все это покажу и расскажу подробно. Живу буквально через стенку.  Показы оперативно.",35000000,437500,80.0,2,"Раменки, Мичуринский проспект, Аминьевская, Мичуринский проспект",31
261668.0,Продается уютная однокомнатная квартира после ремонта. Никто не проживал. Вся мебель и техника остается. В квартире никто не прописан. Свободная продажа. Быстрый выход на сделку. Продает собственник.,15700000,373809,42.0,1,"Сокольники, Красносельская, Бауманская, Лефортово, Сокольники (Стромынка), Электрозаводская, Электрозаводская",16
